molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,value
CHEMBL543427,,CHEMBL1192223,7.80,15.8
CHEMBL554618,,CHEMBL1195456,7.14,71.8
CHEMBL544842,,CHEMBL1193436,7.99,10.3
CHEMBL83448,,CHEMBL83448,8.51,3.11
CHEMBL82081,,CHEMBL82081,7.38,41.8
CHEMBL545544,,CHEMBL1194042,7.34,45.3
CHEMBL543434,,CHEMBL91628,7.09,82.0
CHEMBL542491,,CHEMBL1191399,7.88,13.3
CHEMBL539299,,CHEMBL1189705,7.44,36.5
CHEMBL79840,,CHEMBL79840,8.84,1.46
CHEMBL543201,,CHEMBL78777,7.52,30.1
CHEMBL553034,,CHEMBL1194636,8.24,5.7
CHEMBL81451,,CHEMBL81451,8.30,4.97
CHEMBL542730,,CHEMBL1191609,7.51,30.7
CHEMBL81389,,CHEMBL81389,8.00,10.1
CHEMBL81360,,CHEMBL81360,8.18,6.65
CHEMBL309983,,CHEMBL309983,9.74,0.18
CHEMBL539549,,CHEMBL1189827,7.34,45.7
CHEMBL545310,,CHEMBL1193840,7.80,15.9
CHEMBL553312,,CHEMBL1194794,7.93,11.8
CHEMBL540831,,CHEMBL1190422,7.10,79.0
CHEMBL556043,,CHEMBL1196177,7.97,10.8
CHEMBL538283,,CHEMBL1189219,7.40,40.0
CHEMBL79840,,CHEMBL79840,8.37,4.25
CHEMBL81455,,CHEMBL81455,9.85,0.14
CHEMBL545545,,CHEMBL1194043,7.41,39.0
CHEMBL538036,,CHEMBL1189094,7.73,18.5
CHEMBL545542,,CHEMBL1194040,7.40,40.2
CHEMBL552829,,CHEMBL1194536,8.13,7.4
CHEMBL542959,,CHEMBL1191810,7.16,69.9
CHEMBL555698,,CHEMBL1195984,7.01,97.0
CHEMBL552831,,CHEMBL1194537,8.10,8.0
CHEMBL553749,,CHEMBL1195030,7.71,19.6
CHEMBL555091,,CHEMBL1195654,7.36,43.5
CHEMBL540841,,CHEMBL1190431,7.62,23.9
CHEMBL553167,,CHEMBL1194727,7.19,64.0
CHEMBL79841,,CHEMBL79841,8.81,1.54
CHEMBL79660,,CHEMBL79660,9.20,0.63
CHEMBL439765,,CHEMBL439765,8.88,1.32
CHEMBL20377,,CHEMBL20377,9.15,0.7
CHEMBL54,HALOPERIDOL,CHEMBL54,8.43,3.7
CHEMBL543433,,CHEMBL1192228,7.84,14.4
CHEMBL81500,,CHEMBL81500,9.34,0.46
CHEMBL60542,(+)-PENTAZOCINE,CHEMBL60542,8.51,3.1
CHEMBL542956,,CHEMBL1191807,7.41,39.3
CHEMBL554355,,CHEMBL1195346,7.57,27.0
CHEMBL83430,,CHEMBL83430,7.56,27.7
CHEMBL282433,DITOLYLGUANIDINE,CHEMBL282433,7.16,70.0
CHEMBL69972,,CHEMBL69972,7.31,49.0
CHEMBL302096,,CHEMBL302096,7.72,19.0
CHEMBL302096,,CHEMBL302096,7.72,19.0
CHEMBL308433,,CHEMBL308433,7.77,17.0
CHEMBL308433,,CHEMBL308433,7.37,43.0
CHEMBL71104,,CHEMBL71104,7.89,13.0
CHEMBL71104,,CHEMBL71104,7.96,11.0
CHEMBL303408,,CHEMBL303408,8.00,10.0
CHEMBL303408,,CHEMBL303408,8.08,8.4
CHEMBL60542,(+)-PENTAZOCINE,CHEMBL60542,8.68,2.1
CHEMBL54,HALOPERIDOL,CHEMBL54,9.22,0.6
CHEMBL54,HALOPERIDOL,CHEMBL54,8.22,6.0
CHEMBL73169,,CHEMBL73169,7.66,22.0
CHEMBL73169,,CHEMBL73169,7.60,25.0
CHEMBL304506,,CHEMBL304506,9.23,0.59
CHEMBL304506,,CHEMBL304506,8.52,3.0
CHEMBL87321,,CHEMBL87321,7.68,21.1
CHEMBL553745,,CHEMBL104945,8.46,3.47
CHEMBL50112,,CHEMBL50112,8.77,1.7
CHEMBL311578,,CHEMBL311578,7.15,-7.15
CHEMBL76944,,CHEMBL76944,8.02,-8.02
CHEMBL440689,,CHEMBL440689,7.05,-7.05
CHEMBL54,HALOPERIDOL,CHEMBL54,8.82,1.5
CHEMBL543134,,CHEMBL105645,7.46,34.3
CHEMBL544309,,CHEMBL323287,8.35,4.49
CHEMBL54,HALOPERIDOL,CHEMBL54,8.34,4.6
CHEMBL282433,DITOLYLGUANIDINE,CHEMBL282433,7.22,60.0
CHEMBL282433,DITOLYLGUANIDINE,CHEMBL282433,7.42,38.2
CHEMBL543134,,CHEMBL105645,7.91,12.2
CHEMBL540038,,CHEMBL1190041,8.05,8.9
CHEMBL274490,,CHEMBL274490,8.17,-8.17
CHEMBL542167,,CHEMBL1191117,9.29,0.51
CHEMBL308633,,CHEMBL308633,8.30,-8.3
CHEMBL46326,,CHEMBL46326,8.79,1.64
CHEMBL78272,,CHEMBL78272,8.11,-8.11
CHEMBL539938,,CHEMBL539938,8.52,3.02
CHEMBL545477,,CHEMBL1193985,9.54,0.29
CHEMBL308085,,CHEMBL308085,7.21,-7.21
CHEMBL77925,,CHEMBL77925,8.24,-8.24
CHEMBL76256,,CHEMBL76256,8.19,-8.19
CHEMBL2093895,,CHEMBL2110041,8.05,9.0
CHEMBL545249,,CHEMBL317029,8.85,1.4
CHEMBL539274,,CHEMBL1189682,7.58,26.5
CHEMBL542167,,CHEMBL1191117,9.70,0.2
CHEMBL119104,,CHEMBL119104,7.62,23.8
CHEMBL115956,,CHEMBL115956,7.80,15.7
CHEMBL324513,,CHEMBL324513,8.11,7.7
CHEMBL118297,,CHEMBL118297,7.52,30.3
CHEMBL118405,,CHEMBL118405,8.19,6.4
CHEMBL118797,,CHEMBL118797,8.37,4.3
CHEMBL290675,,CHEMBL290675,7.70,20.1
CHEMBL60542,(+)-PENTAZOCINE,CHEMBL60542,8.21,6.1
CHEMBL287794,,CHEMBL287794,8.23,5.9
CHEMBL41313,,CHEMBL41313,8.02,9.6
CHEMBL38697,,CHEMBL38697,7.38,41.6
CHEMBL288285,,CHEMBL288285,7.87,13.4
CHEMBL39284,,CHEMBL39284,7.82,15.2
CHEMBL290235,,CHEMBL290235,7.53,29.6
CHEMBL37966,,CHEMBL37966,7.70,19.8
CHEMBL43398,,CHEMBL43398,8.13,7.4
CHEMBL54,HALOPERIDOL,CHEMBL54,8.80,1.6
CHEMBL290032,,CHEMBL290032,7.38,42.2
CHEMBL289948,,CHEMBL289948,8.25,5.6
CHEMBL14376,ILOPERIDONE,CHEMBL14376,7.19,64.0
CHEMBL300150,,CHEMBL300150,7.05,89.0
CHEMBL59006,,CHEMBL59006,7.28,52.0
CHEMBL61177,,CHEMBL61177,7.06,88.0
CHEMBL60814,,CHEMBL60814,7.64,23.0
CHEMBL57606,,CHEMBL57606,7.92,12.0
CHEMBL58601,,CHEMBL58601,7.29,51.0
CHEMBL330865,,CHEMBL330865,7.89,13.0
CHEMBL543176,,CHEMBL1192000,7.58,26.0
CHEMBL542392,,CHEMBL1191314,8.74,1.81
CHEMBL424125,,CHEMBL424125,7.19,64.1
CHEMBL174300,,CHEMBL174300,7.26,55.0
CHEMBL60542,(+)-PENTAZOCINE,CHEMBL60542,8.57,2.7
CHEMBL367723,,CHEMBL367723,7.06,87.5
CHEMBL543105,,CHEMBL1191937,8.77,1.7
CHEMBL331470,,CHEMBL331470,8.40,4.0
CHEMBL543412,,CHEMBL42228,8.00,10.0
CHEMBL542873,,CHEMBL1191734,8.93,1.18
CHEMBL544594,,CHEMBL1193225,8.40,4.0
CHEMBL553311,,CHEMBL1194793,7.34,46.0
CHEMBL540289,,CHEMBL1190156,8.75,1.78
CHEMBL122761,,CHEMBL122761,7.46,35.0
CHEMBL545451,,CHEMBL1193960,7.90,12.6
CHEMBL60542,(+)-PENTAZOCINE,CHEMBL60542,7.94,11.6
CHEMBL60542,(+)-PENTAZOCINE,CHEMBL60542,7.46,34.5
CHEMBL20626,,CHEMBL20626,7.55,28.0
CHEMBL20626,,CHEMBL20626,7.77,17.0
CHEMBL172363,,CHEMBL172363,7.03,92.8
CHEMBL542942,,CHEMBL146144,8.36,4.4
CHEMBL148055,,CHEMBL148055,7.26,54.4
CHEMBL544524,,CHEMBL1193162,8.57,2.69
CHEMBL1907648,,CHEMBL1907648,7.35,45.0
CHEMBL123014,,CHEMBL123014,8.15,7.0
CHEMBL555790,,CHEMBL1196028,9.47,0.34
CHEMBL60542,(+)-PENTAZOCINE,CHEMBL60542,8.42,3.77
CHEMBL444590,,CHEMBL444590,7.17,67.5
CHEMBL123488,,CHEMBL1180355,7.62,24.0
CHEMBL331172,,CHEMBL331172,7.89,13.0
CHEMBL54,HALOPERIDOL,CHEMBL54,8.25,5.64
CHEMBL303336,,CHEMBL303336,8.62,2.4
CHEMBL545058,,CHEMBL1193619,8.05,9.0
CHEMBL12047,,CHEMBL12047,8.03,9.3
CHEMBL1907650,,CHEMBL1907650,8.59,2.6
CHEMBL545285,,CHEMBL1193817,8.40,4.0
CHEMBL542217,,CHEMBL1191160,7.58,26.0
CHEMBL544992,,CHEMBL53649,8.60,2.51
CHEMBL20804,,CHEMBL20804,7.51,31.0
CHEMBL20976,,CHEMBL20976,8.18,6.6
CHEMBL545287,,CHEMBL1193819,7.96,11.0
CHEMBL554437,,CHEMBL1195388,8.70,2.0
CHEMBL175300,,CHEMBL175300,7.28,52.0
CHEMBL140406,,CHEMBL140406,7.00,99.1
CHEMBL543821,,CHEMBL1192565,9.07,0.86
CHEMBL552572,,CHEMBL1194374,7.72,19.0
CHEMBL122538,,CHEMBL122538,8.05,9.0
CHEMBL122165,,CHEMBL1180325,8.70,2.0
CHEMBL366459,,CHEMBL366459,7.27,53.5
CHEMBL418484,,CHEMBL418484,9.07,0.86
CHEMBL542709,,CHEMBL1191591,8.52,3.0
CHEMBL123937,,CHEMBL1180362,7.96,11.0
CHEMBL124234,,CHEMBL1180370,8.10,8.0
CHEMBL172161,,CHEMBL172161,7.48,33.0
CHEMBL282433,DITOLYLGUANIDINE,CHEMBL282433,7.87,13.6
CHEMBL282433,DITOLYLGUANIDINE,CHEMBL282433,7.94,11.6
CHEMBL20302,,CHEMBL20302,8.18,6.6
CHEMBL20302,,CHEMBL20302,8.32,4.8
CHEMBL1907649,,CHEMBL1907649,7.01,97.0
CHEMBL539288,,CHEMBL1189696,8.00,10.0
CHEMBL544123,,CHEMBL1192820,8.72,1.9
CHEMBL124411,,CHEMBL124411,7.58,26.0
CHEMBL554874,,CHEMBL41830,9.00,1.0
CHEMBL542462,,CHEMBL1191374,7.82,15.0
CHEMBL543581,,CHEMBL1192357,8.74,1.83
CHEMBL539776,,CHEMBL1189923,8.96,1.09
CHEMBL278585,,CHEMBL278585,7.22,60.0
CHEMBL278585,,CHEMBL278585,7.21,61.0
CHEMBL543889,,CHEMBL1192620,8.30,5.0
CHEMBL26929,,CHEMBL26929,7.22,59.9
CHEMBL174083,,CHEMBL174083,8.01,9.7
CHEMBL1907647,,CHEMBL1907647,7.25,56.0
CHEMBL173190,,CHEMBL173190,7.28,52.2
CHEMBL20337,,CHEMBL20337,7.66,22.0
CHEMBL554873,,CHEMBL1195566,7.25,56.0
CHEMBL555090,,CHEMBL1195653,8.85,1.4
CHEMBL545691,,CHEMBL1194166,8.66,2.21
CHEMBL20700,,CHEMBL20700,8.20,6.3
CHEMBL305461,,CHEMBL305461,8.85,1.4
CHEMBL289767,,CHEMBL289767,7.33,47.0
CHEMBL289767,,CHEMBL289767,7.54,29.0
CHEMBL288933,,CHEMBL288933,7.48,33.0
CHEMBL288933,,CHEMBL288933,7.14,73.0
CHEMBL129768,,CHEMBL129768,7.19,64.0
CHEMBL540013,,CHEMBL1190020,9.30,0.5
CHEMBL71616,,CHEMBL71616,7.70,20.0
CHEMBL71883,,CHEMBL71883,8.96,1.1
CHEMBL61946,CARAMIPHEN,CHEMBL61946,7.58,26.0
CHEMBL558028,,CHEMBL1196748,7.64,22.8
CHEMBL39445,,CHEMBL39445,7.00,100.0
CHEMBL39941,,CHEMBL39941,7.26,55.0
CHEMBL39941,,CHEMBL39941,7.04,92.0
CHEMBL291300,,CHEMBL291300,7.44,36.0
CHEMBL39615,,CHEMBL39615,7.10,79.0
CHEMBL39615,,CHEMBL39615,7.27,54.0
CHEMBL287975,,CHEMBL287975,7.02,95.0
CHEMBL545678,,CHEMBL1194154,8.89,1.3
CHEMBL40676,,CHEMBL40676,7.00,101.0
CHEMBL40676,,CHEMBL40676,7.27,54.0
CHEMBL412640,,CHEMBL412640,7.26,55.0
CHEMBL412640,,CHEMBL412640,7.50,32.0
CHEMBL35714,,CHEMBL35714,7.66,22.0
CHEMBL35714,,CHEMBL35714,7.64,23.0
CHEMBL72061,,CHEMBL72061,7.54,29.0
CHEMBL42228,,CHEMBL42228,8.00,10.0
CHEMBL539245,,CHEMBL1189655,7.11,76.9
CHEMBL39713,,CHEMBL39713,7.80,16.0
CHEMBL39713,,CHEMBL39713,7.17,68.0
CHEMBL71773,,CHEMBL71773,7.92,12.0
CHEMBL338181,,CHEMBL338181,8.40,4.0
CHEMBL544516,,CHEMBL1193154,8.40,3.95
CHEMBL537989,,CHEMBL1189053,7.20,62.8
CHEMBL38809,,CHEMBL38809,7.28,52.0
CHEMBL38809,,CHEMBL38809,7.12,75.0
CHEMBL126437,,CHEMBL126437,7.64,23.0
CHEMBL339033,,CHEMBL339033,7.49,32.5
CHEMBL68905,,CHEMBL68905,7.54,29.0
CHEMBL304283,,CHEMBL304283,8.89,1.3
CHEMBL432859,,CHEMBL432859,7.62,24.0
CHEMBL432859,,CHEMBL432859,7.46,35.0
CHEMBL418239,,CHEMBL418239,7.40,40.0
CHEMBL37138,,CHEMBL37138,7.22,60.0
CHEMBL37138,,CHEMBL37138,7.20,63.0
CHEMBL72045,,CHEMBL72045,8.72,1.9
CHEMBL302087,,CHEMBL302087,10.05,0.09
CHEMBL304079,,CHEMBL304079,10.15,0.07
CHEMBL130356,,CHEMBL130356,8.00,10.0
CHEMBL554628,,CHEMBL1195461,8.84,1.44
CHEMBL543808,,CHEMBL1192555,8.99,1.02
CHEMBL555580,,CHEMBL1195916,8.56,2.78
CHEMBL37470,,CHEMBL37470,7.03,93.0
CHEMBL340401,,CHEMBL340401,8.15,7.0
CHEMBL36491,,CHEMBL36491,7.14,72.0
CHEMBL36491,,CHEMBL36491,7.14,73.0
CHEMBL67808,,CHEMBL67808,9.89,0.13
CHEMBL125913,,CHEMBL125913,7.60,25.0
CHEMBL40113,,CHEMBL40113,7.08,84.0
CHEMBL126684,,CHEMBL126684,7.18,66.0
CHEMBL541284,,CHEMBL1190617,10.30,0.05
CHEMBL541284,,CHEMBL1190617,10.30,50.0
CHEMBL556409,,CHEMBL1196305,9.06,0.88
CHEMBL38565,,CHEMBL38565,7.02,95.0
CHEMBL38952,,CHEMBL38952,7.80,16.0
CHEMBL38952,,CHEMBL38952,7.72,19.0
CHEMBL101664,,CHEMBL101664,7.30,50.0
CHEMBL325238,,CHEMBL325238,9.00,1.0
CHEMBL54,HALOPERIDOL,CHEMBL54,9.48,0.33
CHEMBL54,HALOPERIDOL,CHEMBL54,9.22,0.6
CHEMBL40278,,CHEMBL40278,7.07,86.0
CHEMBL40278,,CHEMBL40278,7.11,77.0
CHEMBL288466,,CHEMBL288466,7.58,26.0
CHEMBL288466,,CHEMBL288466,7.42,38.0
CHEMBL127067,,CHEMBL127067,7.00,100.0
CHEMBL544041,,CHEMBL1192752,8.87,1.34
CHEMBL412429,,CHEMBL412429,7.27,54.0
CHEMBL40115,,CHEMBL40115,7.21,61.0
CHEMBL40115,,CHEMBL40115,7.30,50.0
CHEMBL129159,,CHEMBL129159,8.74,1.8
CHEMBL37256,,CHEMBL37256,7.29,51.0
CHEMBL37256,,CHEMBL37256,7.47,34.0
CHEMBL39809,,CHEMBL39809,7.35,45.0
CHEMBL39809,,CHEMBL39809,7.16,70.0
CHEMBL305218,,CHEMBL305218,9.10,0.8
CHEMBL69256,,CHEMBL69256,9.32,0.48
CHEMBL542131,,CHEMBL1191085,9.57,0.27
CHEMBL440606,,CHEMBL440606,7.00,99.0
CHEMBL40897,,CHEMBL40897,7.08,84.0
CHEMBL40897,,CHEMBL40897,7.06,88.0
CHEMBL290612,,CHEMBL290612,7.17,67.0
CHEMBL290612,,CHEMBL290612,7.04,92.0
CHEMBL303263,,CHEMBL303263,9.18,0.66
CHEMBL19544,,CHEMBL19544,9.60,0.25
CHEMBL129237,,CHEMBL129237,8.66,2.2
CHEMBL539252,,CHEMBL1189662,8.92,1.21
CHEMBL40016,,CHEMBL40016,7.24,58.0
CHEMBL39001,,CHEMBL39001,7.31,49.0
CHEMBL39001,,CHEMBL39001,7.31,49.0
CHEMBL282567,PROADIFEN,CHEMBL282567,7.77,17.0
CHEMBL71155,,CHEMBL71155,9.05,0.89
CHEMBL19355,,CHEMBL19355,9.77,0.17
CHEMBL130357,,CHEMBL130357,8.10,8.0
CHEMBL39233,,CHEMBL39233,7.12,76.0
CHEMBL60542,(+)-PENTAZOCINE,CHEMBL60542,8.68,2.1
CHEMBL38862,,CHEMBL38862,7.44,36.0
CHEMBL38862,,CHEMBL38862,7.37,43.0
CHEMBL39583,,CHEMBL39583,7.06,88.0
CHEMBL39583,,CHEMBL39583,7.34,46.0
CHEMBL129452,,CHEMBL129452,9.30,0.5
CHEMBL542380,,CHEMBL1191304,9.21,0.61
CHEMBL289896,,CHEMBL289896,7.28,53.0
CHEMBL542630,,CHEMBL1191521,9.29,0.51
CHEMBL38323,,CHEMBL38323,7.04,91.0
CHEMBL38323,,CHEMBL38323,7.00,100.0
CHEMBL38547,,CHEMBL38547,7.10,80.0
CHEMBL38547,,CHEMBL38547,7.03,93.0
CHEMBL289702,,CHEMBL289702,7.60,25.0
CHEMBL289702,,CHEMBL289702,7.64,23.0
CHEMBL537464,,CHEMBL1188839,9.19,0.65
CHEMBL38665,,CHEMBL38665,7.04,91.0
CHEMBL37150,,CHEMBL37150,7.29,51.0
CHEMBL37150,,CHEMBL37150,7.26,55.0
CHEMBL545216,,CHEMBL1193754,8.82,1.51
CHEMBL291132,,CHEMBL291132,7.20,63.0
CHEMBL291132,,CHEMBL291132,7.03,94.0
CHEMBL38294,,CHEMBL38294,7.44,36.0
CHEMBL38294,,CHEMBL38294,7.19,65.0
CHEMBL419161,,CHEMBL419161,7.45,35.2
CHEMBL103662,,CHEMBL103662,7.15,71.5
CHEMBL560,,CHEMBL560,7.08,83.1
CHEMBL328608,,CHEMBL328608,7.15,70.6
CHEMBL318877,,CHEMBL318877,9.17,0.67
CHEMBL103458,,CHEMBL103458,8.60,2.49
CHEMBL103715,,CHEMBL103715,7.16,68.6
CHEMBL100463,,CHEMBL100463,8.76,1.72
CHEMBL102860,,CHEMBL102860,7.43,37.4
CHEMBL318954,,CHEMBL318954,8.58,2.62
CHEMBL103455,,CHEMBL103455,8.76,1.75
CHEMBL60542,(+)-PENTAZOCINE,CHEMBL60542,8.51,3.1
CHEMBL20337,,CHEMBL20337,7.66,22.0
CHEMBL282433,DITOLYLGUANIDINE,CHEMBL282433,7.51,31.0
CHEMBL25858,,CHEMBL25858,7.70,20.0
CHEMBL79437,,CHEMBL79437,7.38,42.0
CHEMBL78306,,CHEMBL78306,7.23,59.0
CHEMBL315051,,CHEMBL315051,7.54,29.0
CHEMBL276500,,CHEMBL276500,7.11,78.5
CHEMBL78777,,CHEMBL78777,8.10,8.0
CHEMBL60859,BMY-14802,CHEMBL60859,7.08,83.0
CHEMBL280243,,CHEMBL280243,7.06,88.0
CHEMBL55318,,CHEMBL55318,7.08,83.2
CHEMBL91791,,CHEMBL91791,7.04,92.0
CHEMBL309603,,CHEMBL309603,7.37,43.0
CHEMBL91713,,CHEMBL91713,7.27,54.0
CHEMBL20768,,CHEMBL20768,8.17,6.8
CHEMBL298758,,CHEMBL298758,7.92,12.0
CHEMBL296601,,CHEMBL296601,8.10,7.9
CHEMBL81070,,CHEMBL81070,7.48,33.0
CHEMBL19541,,CHEMBL19541,8.20,6.3
CHEMBL129768,,CHEMBL129768,7.55,28.0
CHEMBL129768,,CHEMBL129768,7.37,43.0
CHEMBL129768,,CHEMBL129768,7.50,32.0
CHEMBL310170,,CHEMBL310170,7.85,14.0
CHEMBL54,HALOPERIDOL,CHEMBL54,8.30,5.0
CHEMBL20626,,CHEMBL20626,7.66,21.8
CHEMBL55317,,CHEMBL55317,7.56,27.4
CHEMBL282433,DITOLYLGUANIDINE,CHEMBL282433,7.54,28.8
CHEMBL60547,,CHEMBL60547,7.09,81.0
CHEMBL19082,,CHEMBL19082,7.75,17.6
CHEMBL312600,,CHEMBL312600,7.89,13.0
CHEMBL281619,,CHEMBL281619,8.22,6.0
CHEMBL20807,,CHEMBL20807,7.98,10.4
CHEMBL90508,,CHEMBL90508,7.40,40.0
CHEMBL19841,,CHEMBL19841,8.41,3.9
CHEMBL53253,,CHEMBL53253,8.21,6.2
CHEMBL293952,,CHEMBL293952,8.08,8.3
CHEMBL88660,,CHEMBL88660,7.22,60.0
CHEMBL53170,,CHEMBL53170,8.02,9.5
CHEMBL89344,,CHEMBL89344,7.04,91.0
CHEMBL54808,,CHEMBL54808,7.57,27.1
CHEMBL88932,,CHEMBL88932,7.12,75.0
CHEMBL82078,,CHEMBL82078,7.02,96.0
CHEMBL91628,,CHEMBL91628,7.09,82.0
CHEMBL19802,,CHEMBL19802,8.06,8.8
CHEMBL64751,,CHEMBL64751,7.66,21.8
CHEMBL60133,,CHEMBL60133,7.82,15.1
CHEMBL2112939,,CHEMBL2112939,7.21,62.06
CHEMBL62638,,CHEMBL62638,7.55,28.0
CHEMBL53038,,CHEMBL53038,7.75,18.0
CHEMBL2112938,,CHEMBL2112938,7.66,21.66
CHEMBL167932,,CHEMBL167932,7.73,18.6
CHEMBL141278,,CHEMBL141278,7.99,10.2
CHEMBL138103,,CHEMBL138103,7.91,12.4
CHEMBL539782,,CHEMBL83430,7.05,90.0
CHEMBL539782,,CHEMBL83430,7.48,33.0
CHEMBL138809,,CHEMBL138809,8.94,1.14
CHEMBL310003,,CHEMBL310003,8.30,5.0
CHEMBL142755,,CHEMBL142755,8.96,1.11
CHEMBL142297,,CHEMBL142297,8.84,1.46
CHEMBL347514,,CHEMBL347514,9.21,0.62
CHEMBL409984,,CHEMBL409984,8.13,7.4
CHEMBL138458,,CHEMBL138458,8.68,2.07
CHEMBL140030,,CHEMBL140030,7.02,95.3
CHEMBL310170,,CHEMBL310170,7.86,13.8
CHEMBL310170,,CHEMBL310170,7.36,44.0
CHEMBL310003,,CHEMBL310003,8.40,4.0
CHEMBL141209,,CHEMBL141209,8.89,1.29
CHEMBL138457,,CHEMBL138457,7.88,13.3
CHEMBL309603,,CHEMBL309603,7.23,59.0
CHEMBL309603,,CHEMBL309603,7.08,84.0
CHEMBL553074,,CHEMBL1194667,7.80,16.0
CHEMBL138083,,CHEMBL138083,9.16,0.69
CHEMBL78488,,CHEMBL78488,7.52,30.0
CHEMBL78488,,CHEMBL78488,7.70,20.0
CHEMBL553817,,CHEMBL1195081,7.75,18.0
CHEMBL79164,,CHEMBL79164,7.92,12.0
CHEMBL79164,,CHEMBL79164,7.82,15.0
CHEMBL81824,,CHEMBL81824,7.43,37.0
CHEMBL81824,,CHEMBL81824,7.41,39.0
CHEMBL312588,,CHEMBL312588,7.03,94.0
CHEMBL553535,,CHEMBL1194915,7.80,16.0
CHEMBL553535,,CHEMBL1194915,7.96,11.0
CHEMBL79665,,CHEMBL79665,7.60,25.0
CHEMBL20377,,CHEMBL20377,9.47,0.34
CHEMBL60542,(+)-PENTAZOCINE,CHEMBL60542,8.45,3.58
CHEMBL143089,,CHEMBL143089,9.42,0.38
CHEMBL545011,,CHEMBL1193582,7.80,16.0
CHEMBL422826,,CHEMBL422826,8.86,1.39
CHEMBL143360,,CHEMBL143360,8.90,1.26
CHEMBL143249,,CHEMBL143249,7.70,20.18
CHEMBL282433,DITOLYLGUANIDINE,CHEMBL282433,7.50,32.0
CHEMBL282433,DITOLYLGUANIDINE,CHEMBL282433,7.42,38.0
CHEMBL356688,,CHEMBL356688,9.77,0.17
CHEMBL142596,,CHEMBL142596,9.08,0.84
CHEMBL358109,,CHEMBL358109,8.83,1.47
CHEMBL138286,,CHEMBL138286,7.53,29.3
CHEMBL138560,,CHEMBL138560,7.36,43.7
CHEMBL137979,,CHEMBL137979,8.73,1.87
CHEMBL78306,,CHEMBL78306,7.23,58.8
CHEMBL553896,,CHEMBL55970,8.22,6.0
CHEMBL553896,,CHEMBL55970,8.30,5.0
CHEMBL540291,,CHEMBL1190158,7.82,15.0
CHEMBL422834,,CHEMBL422834,9.08,0.83
CHEMBL78777,,CHEMBL78777,8.08,8.3
CHEMBL78777,,CHEMBL78777,7.52,30.0
CHEMBL554972,,CHEMBL1193582,7.66,22.0
CHEMBL81773,,CHEMBL81773,8.11,7.7
CHEMBL141945,,CHEMBL141945,8.87,1.35
CHEMBL81867,,CHEMBL81867,7.15,71.0
CHEMBL81867,,CHEMBL81867,7.32,48.0
CHEMBL79437,,CHEMBL79437,7.44,36.0
CHEMBL79186,,CHEMBL79186,7.68,21.0
CHEMBL79186,,CHEMBL79186,7.64,23.0
CHEMBL81835,,CHEMBL81835,8.10,8.0
CHEMBL81835,,CHEMBL81835,8.10,8.0
CHEMBL78637,,CHEMBL78637,7.16,70.0
CHEMBL78637,,CHEMBL78637,7.38,42.0
CHEMBL141501,,CHEMBL141501,9.29,0.51
CHEMBL143178,,CHEMBL143178,9.14,0.73
CHEMBL142336,,CHEMBL142336,8.75,1.76
CHEMBL543597,,CHEMBL1192373,7.89,13.0
CHEMBL543597,,CHEMBL1192373,8.10,8.0
CHEMBL82078,,CHEMBL82078,7.11,77.0
CHEMBL141893,,CHEMBL141893,7.93,11.7
CHEMBL142353,,CHEMBL142353,8.68,2.09
CHEMBL54,HALOPERIDOL,CHEMBL54,8.66,2.2
CHEMBL81773,,CHEMBL81773,8.22,6.0
CHEMBL141743,,CHEMBL141743,8.18,6.64
CHEMBL138533,,CHEMBL138533,8.13,7.33
CHEMBL312600,,CHEMBL312600,7.85,14.0
CHEMBL312600,,CHEMBL312600,7.80,16.0
CHEMBL81461,,CHEMBL81461,8.22,6.0
CHEMBL556021,,CHEMBL1196158,7.68,21.1
CHEMBL142406,,CHEMBL142406,8.24,5.78
CHEMBL79436,,CHEMBL79436,7.43,37.0
CHEMBL79436,,CHEMBL79436,7.50,32.0
CHEMBL137990,,CHEMBL137990,8.66,2.17
CHEMBL142700,,CHEMBL142700,9.59,0.26
CHEMBL343793,,CHEMBL343793,7.67,21.3
CHEMBL280243,,CHEMBL280243,7.19,65.0
CHEMBL138102,,CHEMBL138102,8.23,5.83
CHEMBL553347,,CHEMBL1194817,8.28,5.2
CHEMBL312318,,CHEMBL312318,7.05,90.0
CHEMBL312318,,CHEMBL312318,7.18,66.0
CHEMBL146723,,CHEMBL146723,7.25,56.0
CHEMBL358321,,CHEMBL358321,7.58,26.0
CHEMBL144469,,CHEMBL144469,8.10,7.9
CHEMBL356582,,CHEMBL356582,8.92,1.2
CHEMBL148008,,CHEMBL148008,8.59,2.6
CHEMBL147575,,CHEMBL147575,7.85,14.0
CHEMBL148112,,CHEMBL148112,8.59,2.6
CHEMBL359209,,CHEMBL359209,7.89,13.0
CHEMBL146999,,CHEMBL146999,8.39,4.1
CHEMBL146411,,CHEMBL146411,8.09,8.2
CHEMBL147208,,CHEMBL147208,7.07,86.0
CHEMBL440173,,CHEMBL440173,8.39,4.1
CHEMBL147098,,CHEMBL147098,8.70,2.0
CHEMBL148377,,CHEMBL148377,8.12,7.6
CHEMBL358116,,CHEMBL358116,8.85,1.4
CHEMBL147370,,CHEMBL147370,8.32,4.8
CHEMBL144741,,CHEMBL144741,9.14,0.72
CHEMBL146546,,CHEMBL146546,8.28,5.3
