molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,standard_type,standard_units,standard_value,type,units,value
CHEMBL1198,PRAMOXINE,CHEMBL1198,7.29,Ki,nM,51.0,Ki,uM,0.051
CHEMBL490,PAROXETINE,CHEMBL490,5.27,IC50,nM,5366.0,IC50,uM,5.366
CHEMBL490,PAROXETINE,CHEMBL490,5.65,Ki,nM,2255.0,Ki,uM,2.255
CHEMBL564,PROMAZINE,CHEMBL564,6.57,IC50,nM,271.0,IC50,uM,0.271
CHEMBL564,PROMAZINE,CHEMBL564,6.94,Ki,nM,114.0,Ki,uM,0.114
CHEMBL643,PROMETHAZINE,CHEMBL643,6.54,IC50,nM,287.0,IC50,uM,0.287
CHEMBL643,PROMETHAZINE,CHEMBL643,6.92,Ki,nM,120.0,Ki,uM,0.12
CHEMBL631,PROPAFENONE,CHEMBL631,5.58,IC50,nM,2610.0,IC50,uM,2.61
CHEMBL631,PROPAFENONE,CHEMBL631,5.96,Ki,nM,1097.0,Ki,uM,1.097
CHEMBL75880,PERHEXILINE,CHEMBL75880,5.58,IC50,nM,2599.2,IC50,uM,2.5992
CHEMBL75880,PERHEXILINE,CHEMBL75880,5.96,Ki,nM,1092.4,Ki,uM,1.0924
CHEMBL511,PYRILAMINE,CHEMBL511,5.81,IC50,nM,1558.0,IC50,uM,1.558
CHEMBL511,PYRILAMINE,CHEMBL511,6.18,Ki,nM,655.0,Ki,uM,0.655
CHEMBL1196,PROPARACAINE,CHEMBL1196,6.62,IC50,nM,238.0,IC50,uM,0.238
CHEMBL1196,PROPARACAINE,CHEMBL1196,7.0,Ki,nM,100.0,Ki,uM,0.1
CHEMBL1909072,PIPAMAZINE,CHEMBL1909072,6.94,IC50,nM,114.0,IC50,uM,0.114
CHEMBL1909072,PIPAMAZINE,CHEMBL1909072,7.32,Ki,nM,48.0,Ki,uM,0.048
CHEMBL1400945,PREGNENOLONE CARBONITRILE ,CHEMBL1400945,4.67,IC50,nM,21300.0,IC50,uM,21.3
CHEMBL1400945,PREGNENOLONE CARBONITRILE ,CHEMBL1400945,5.05,Ki,nM,8953.0,Ki,uM,8.953
CHEMBL27,PROPRANOLOL,CHEMBL27,5.54,IC50,nM,2870.0,IC50,uM,2.87
CHEMBL27,PROPRANOLOL,CHEMBL27,5.92,Ki,nM,1206.0,Ki,uM,1.206
CHEMBL716,QUETIAPINE,CHEMBL716,5.64,IC50,nM,2293.5,IC50,uM,2.2935
CHEMBL716,QUETIAPINE,CHEMBL716,6.02,Ki,nM,963.9,Ki,uM,0.9639
CHEMBL1231,OXYBUTYNIN,CHEMBL1231,7.62,IC50,nM,24.2,IC50,uM,0.0242
CHEMBL1231,OXYBUTYNIN,CHEMBL1231,7.99,Ki,nM,10.2,Ki,uM,0.0102
CHEMBL728,PROCHLORPERAZINE,CHEMBL728,7.27,IC50,nM,54.0,IC50,uM,0.054
CHEMBL728,PROCHLORPERAZINE,CHEMBL728,7.64,Ki,nM,23.0,Ki,uM,0.023
CHEMBL1201237,LEVOBUNOLOL,CHEMBL1201237,6.11,IC50,nM,773.0,IC50,uM,0.773
CHEMBL1201237,LEVOBUNOLOL,CHEMBL1201237,6.49,Ki,nM,325.0,Ki,uM,0.325
CHEMBL1276308,MIFEPRISTONE,CHEMBL1276308,4.58,IC50,nM,26280.0,IC50,uM,26.28
CHEMBL1276308,MIFEPRISTONE,CHEMBL1276308,4.96,Ki,nM,11047.0,Ki,uM,11.047
CHEMBL60889,MOSAPRIDE,CHEMBL60889,6.51,IC50,nM,305.6,IC50,uM,0.3056
CHEMBL60889,MOSAPRIDE,CHEMBL60889,6.89,Ki,nM,128.4,Ki,uM,0.1284
CHEMBL429,LABETALOL,CHEMBL429,5.74,IC50,nM,1815.0,IC50,uM,1.815
CHEMBL429,LABETALOL,CHEMBL429,6.12,Ki,nM,763.0,Ki,uM,0.763
CHEMBL395110,MEPAZINE,CHEMBL395110,6.75,IC50,nM,180.0,IC50,uM,0.18
CHEMBL395110,MEPAZINE,CHEMBL395110,7.12,Ki,nM,76.0,Ki,uM,0.076
CHEMBL841,LOPERAMIDE,CHEMBL841,6.2,IC50,nM,628.0,IC50,uM,0.628
CHEMBL841,LOPERAMIDE,CHEMBL841,6.58,Ki,nM,264.0,Ki,uM,0.264
CHEMBL1490,TRIHEXYPHENIDYL,CHEMBL1490,6.97,IC50,nM,108.0,IC50,uM,0.108
CHEMBL1490,TRIHEXYPHENIDYL,CHEMBL1490,7.35,Ki,nM,45.0,Ki,uM,0.045
CHEMBL2107687,VALETHAMATE BROMIDE,CHEMBL2111176,6.32,IC50,nM,475.0,IC50,uM,0.475
CHEMBL2107687,VALETHAMATE BROMIDE,CHEMBL2111176,6.7,Ki,nM,200.0,Ki,uM,0.2
CHEMBL621,TRAZODONE,CHEMBL621,5.66,IC50,nM,2203.0,IC50,uM,2.203
CHEMBL621,TRAZODONE,CHEMBL621,6.03,Ki,nM,926.0,Ki,uM,0.926
CHEMBL698,TETRACAINE,CHEMBL698,5.78,IC50,nM,1673.0,IC50,uM,1.673
CHEMBL698,TETRACAINE,CHEMBL698,6.15,Ki,nM,703.0,Ki,uM,0.703
CHEMBL479,THIORIDAZINE,CHEMBL479,6.44,IC50,nM,363.0,IC50,uM,0.363
CHEMBL479,THIORIDAZINE,CHEMBL479,6.82,Ki,nM,153.0,Ki,uM,0.153
CHEMBL83,TAMOXIFEN,CHEMBL83,7.68,IC50,nM,21.0,IC50,uM,0.021
CHEMBL83,TAMOXIFEN,CHEMBL83,8.06,Ki,nM,8.714,Ki,uM,0.008714
CHEMBL822,TERBINAFINE,CHEMBL822,6.25,IC50,nM,560.2,IC50,uM,0.5602
CHEMBL822,TERBINAFINE,CHEMBL822,6.63,Ki,nM,235.4,Ki,uM,0.2354
CHEMBL275742,DEXPROPRANOLOL,CHEMBL275742,5.4,IC50,nM,3974.0,IC50,uM,3.974
CHEMBL275742,DEXPROPRANOLOL,CHEMBL275742,5.78,Ki,nM,1670.0,Ki,uM,1.67
CHEMBL452861,LEVOPROPRANOLOL,CHEMBL452861,5.18,IC50,nM,6665.0,IC50,uM,6.665
CHEMBL452861,LEVOPROPRANOLOL,CHEMBL452861,5.55,Ki,nM,2801.0,Ki,uM,2.801
CHEMBL809,SERTRALINE,CHEMBL809,7.16,IC50,nM,69.7,IC50,uM,0.0697
CHEMBL809,SERTRALINE,CHEMBL809,7.53,Ki,nM,29.3,Ki,uM,0.0293
CHEMBL404849,SULOCTIDIL,CHEMBL404849,6.93,IC50,nM,117.2,IC50,uM,0.1172
CHEMBL404849,SULOCTIDIL,CHEMBL404849,7.31,Ki,nM,49.3,Ki,uM,0.0493
CHEMBL833,TICLOPIDINE,CHEMBL833,6.37,IC50,nM,426.0,IC50,uM,0.426
CHEMBL833,TICLOPIDINE,CHEMBL833,6.75,Ki,nM,179.0,Ki,uM,0.179
CHEMBL1714574,TERCONAZOLE,CHEMBL1714574,6.29,IC50,nM,508.0,IC50,uM,0.508
CHEMBL1714574,TERCONAZOLE,CHEMBL1714574,6.67,Ki,nM,214.0,Ki,uM,0.214
CHEMBL81,RALOXIFENE,CHEMBL81,6.17,IC50,nM,681.0,IC50,uM,0.681
CHEMBL81,RALOXIFENE,CHEMBL81,6.54,Ki,nM,286.0,Ki,uM,0.286
CHEMBL1076211,TOLPERISONE,CHEMBL1076211,7.89,IC50,nM,13.0,IC50,uM,0.013
CHEMBL1076211,TOLPERISONE,CHEMBL1076211,8.25,Ki,nM,5.587,Ki,uM,0.005587
CHEMBL417001,,CHEMBL417001,8.37,Ki,nM,4.3,Ki,nM,4.3
CHEMBL1645202,,CHEMBL1645202,9.23,Ki,nM,0.59,Ki,nM,0.59
CHEMBL2023823,,CHEMBL2023823,8.49,IC50,nM,3.2,IC50,nM,3.2
CHEMBL2023824,,CHEMBL2023824,8.54,IC50,nM,2.9,IC50,nM,2.9
CHEMBL2023825,,CHEMBL2023825,9.57,IC50,nM,0.27,IC50,nM,0.27
CHEMBL2023826,,CHEMBL2023826,7.2,IC50,nM,63.3,IC50,nM,63.3
CHEMBL2023827,,CHEMBL2023827,7.91,IC50,nM,12.4,IC50,nM,12.4
CHEMBL129530,,CHEMBL129530,7.67,Ki,nM,21.6,Ki,nM,21.6
CHEMBL2064202,,CHEMBL2064202,8.35,Ki,nM,4.5,Ki,nM,4.5
CHEMBL2064198,,CHEMBL2064198,8.68,Ki,nM,2.1,Ki,nM,2.1
CHEMBL358116,,CHEMBL358116,8.85,Ki,nM,1.4,Ki,nM,1.4
CHEMBL54020,,CHEMBL54020,7.46,Ki,nM,34.4,Ki,nM,34.4
CHEMBL162522,,CHEMBL162522,8.24,Ki,nM,5.81,Ki,nM,5.81
CHEMBL2158704,,CHEMBL2158704,6.41,Ki,nM,392.0,Ki,nM,392.0
CHEMBL2170054,,CHEMBL2170054,8.02,Ki,nM,9.5,Ki,nM,9.5
CHEMBL2170053,,CHEMBL2170053,7.41,Ki,nM,39.4,Ki,nM,39.4
CHEMBL2170052,,CHEMBL2170052,7.09,Ki,nM,80.8,Ki,nM,80.8
CHEMBL2170051,,CHEMBL2170051,7.85,Ki,nM,14.2,Ki,nM,14.2
CHEMBL2170050,,CHEMBL2170050,6.53,Ki,nM,296.0,Ki,nM,296.0
CHEMBL2170049,,CHEMBL2170049,7.19,Ki,nM,65.0,Ki,nM,65.0
CHEMBL2170048,,CHEMBL2170048,7.0,Ki,nM,99.1,Ki,nM,99.1
CHEMBL2170046,,CHEMBL2170046,7.08,Ki,nM,83.4,Ki,nM,83.4
CHEMBL2170070,,CHEMBL2170070,7.47,Ki,nM,33.8,Ki,nM,33.8
CHEMBL2170069,,CHEMBL2170069,7.33,Ki,nM,47.0,Ki,nM,47.0
CHEMBL2170068,,CHEMBL2170068,8.0,Ki,nM,9.9,Ki,nM,9.9
CHEMBL2170067,,CHEMBL2170067,8.0,Ki,nM,10.0,Ki,nM,10.0
CHEMBL2170066,,CHEMBL2170066,7.64,Ki,nM,23.1,Ki,nM,23.1
CHEMBL2170064,,CHEMBL2170064,6.86,Ki,nM,139.0,Ki,nM,139.0
CHEMBL2170063,,CHEMBL2170063,7.48,Ki,nM,33.3,Ki,nM,33.3
CHEMBL2170062,,CHEMBL2170062,7.77,Ki,nM,17.0,Ki,nM,17.0
CHEMBL2170061,,CHEMBL2170061,7.36,Ki,nM,44.0,Ki,nM,44.0
CHEMBL2170060,,CHEMBL2170060,7.75,Ki,nM,17.8,Ki,nM,17.8
CHEMBL2170059,,CHEMBL2170059,6.75,Ki,nM,180.0,Ki,nM,180.0
CHEMBL2170056,,CHEMBL2170056,6.13,Ki,nM,741.0,Ki,nM,741.0
CHEMBL2170055,,CHEMBL2170055,8.03,Ki,nM,9.4,Ki,nM,9.4
CHEMBL2170210,,CHEMBL2170210,6.63,Ki,nM,233.0,Ki,nM,233.0
CHEMBL2170209,,CHEMBL2170209,6.89,Ki,nM,128.0,Ki,nM,128.0
CHEMBL2170208,,CHEMBL2170208,6.06,Ki,nM,879.0,Ki,nM,879.0
CHEMBL2170207,,CHEMBL2170207,7.43,Ki,nM,36.8,Ki,nM,36.8
CHEMBL2170206,,CHEMBL2170206,8.09,Ki,nM,8.2,Ki,nM,8.2
CHEMBL2170205,,CHEMBL2170205,7.62,Ki,nM,24.0,Ki,nM,24.0
CHEMBL2170204,,CHEMBL2170204,7.76,Ki,nM,17.2,Ki,nM,17.2
CHEMBL2170203,,CHEMBL2170203,7.83,Ki,nM,14.8,Ki,nM,14.8
CHEMBL2170076,,CHEMBL2170076,7.99,Ki,nM,10.2,Ki,nM,10.2
CHEMBL2170075,,CHEMBL2170075,7.75,Ki,nM,17.6,Ki,nM,17.6
CHEMBL2170074,,CHEMBL2170074,6.07,Ki,nM,854.0,Ki,nM,854.0
CHEMBL2170072,,CHEMBL2170072,7.93,Ki,nM,11.7,Ki,nM,11.7
CHEMBL2170071,,CHEMBL2170071,8.0,Ki,nM,9.9,Ki,nM,9.9
CHEMBL2170224,,CHEMBL2170224,7.58,Ki,nM,26.0,Ki,nM,26.0
CHEMBL2170223,,CHEMBL2170223,8.15,Ki,nM,7.1,Ki,nM,7.1
CHEMBL2170222,,CHEMBL2170222,8.16,Ki,nM,6.9,Ki,nM,6.9
CHEMBL2170221,,CHEMBL2170221,7.88,Ki,nM,13.3,Ki,nM,13.3
CHEMBL2170220,,CHEMBL2170220,7.78,Ki,nM,16.5,Ki,nM,16.5
CHEMBL2170219,,CHEMBL2170219,8.02,Ki,nM,9.6,Ki,nM,9.6
CHEMBL2169891,,CHEMBL2169891,7.79,Ki,nM,16.1,Ki,nM,16.1
CHEMBL2170218,,CHEMBL2170218,7.88,Ki,nM,13.3,Ki,nM,13.3
CHEMBL2170217,,CHEMBL2170217,7.98,Ki,nM,10.4,Ki,nM,10.4
CHEMBL2170216,,CHEMBL2170216,7.72,Ki,nM,18.9,Ki,nM,18.9
CHEMBL2170215,,CHEMBL2170215,6.65,Ki,nM,224.0,Ki,nM,224.0
CHEMBL2170214,,CHEMBL2170214,6.76,Ki,nM,172.0,Ki,nM,172.0
CHEMBL2170213,,CHEMBL2170213,8.14,Ki,nM,7.2,Ki,nM,7.2
CHEMBL2170212,,CHEMBL2170212,8.07,Ki,nM,8.6,Ki,nM,8.6
CHEMBL2170211,,CHEMBL2170211,8.05,Ki,nM,8.9,Ki,nM,8.9
CHEMBL2170239,,CHEMBL2170239,7.78,Ki,nM,16.7,Ki,nM,16.7
CHEMBL2170238,,CHEMBL2170238,7.8,Ki,nM,15.7,Ki,nM,15.7
CHEMBL2170237,,CHEMBL2170237,8.09,Ki,nM,8.2,Ki,nM,8.2
CHEMBL2170236,,CHEMBL2170236,6.53,Ki,nM,294.0,Ki,nM,294.0
CHEMBL2170235,,CHEMBL2170235,8.07,Ki,nM,8.5,Ki,nM,8.5
CHEMBL2170234,,CHEMBL2170234,8.0,Ki,nM,9.9,Ki,nM,9.9
CHEMBL2170233,,CHEMBL2170233,7.83,Ki,nM,14.8,Ki,nM,14.8
CHEMBL2170232,,CHEMBL2170232,7.36,Ki,nM,44.0,Ki,nM,44.0
CHEMBL2170231,,CHEMBL2170231,7.96,Ki,nM,11.1,Ki,nM,11.1
CHEMBL2170230,,CHEMBL2170230,7.8,Ki,nM,16.0,Ki,nM,16.0
CHEMBL2170229,,CHEMBL2170229,8.08,Ki,nM,8.4,Ki,nM,8.4
CHEMBL2170228,,CHEMBL2170228,8.03,Ki,nM,9.4,Ki,nM,9.4
CHEMBL2170227,,CHEMBL2170227,8.26,Ki,nM,5.5,Ki,nM,5.5
CHEMBL2170226,,CHEMBL2170226,8.28,Ki,nM,5.2,Ki,nM,5.2
CHEMBL2170225,,CHEMBL2170225,7.97,Ki,nM,10.8,Ki,nM,10.8
CHEMBL54,HALOPERIDOL,CHEMBL54,8.68,Ki,nM,2.1,Ki,nM,2.1
CHEMBL73824,,CHEMBL73824,8.2,Ki,nM,6.3,Ki,nM,6.3
CHEMBL2204343,,CHEMBL2204343,8.47,Ki,nM,3.4,Ki,nM,3.4
CHEMBL54,HALOPERIDOL,CHEMBL54,8.72,Ki,nM,1.9,Ki,nM,1.9
CHEMBL809,SERTRALINE,CHEMBL809,7.24,Ki,nM,57.0,Ki,nM,57.0
CHEMBL814,FLUVOXAMINE,CHEMBL814,7.44,Ki,nM,36.0,Ki,nM,36.0
CHEMBL76806,,CHEMBL76806,8.44,Ki,nM,3.6,Ki,nM,3.6
CHEMBL60542,(+)-PENTAZOCINE,CHEMBL60542,8.51,Ki,nM,3.1,Ki,nM,3.1
CHEMBL2203549,,CHEMBL2203549,8.68,Ki,nM,2.1,Ki,nM,2.1
CHEMBL2204679,,CHEMBL2204679,7.91,IC50,nM,12.3,IC50,nM,12.3
CHEMBL2204678,,CHEMBL2204678,7.38,IC50,nM,42.0,IC50,nM,42.0
CHEMBL2204677,,CHEMBL2204677,7.44,IC50,nM,36.1,IC50,nM,36.1
CHEMBL2204675,,CHEMBL2204675,7.32,IC50,nM,48.1,IC50,nM,48.1
CHEMBL2204672,,CHEMBL2204672,8.54,IC50,nM,2.9,IC50,nM,2.9
CHEMBL2204668,,CHEMBL2204668,8.28,IC50,nM,5.2,IC50,nM,5.2
CHEMBL2324614,,CHEMBL2324614,5.9,Ki,nM,1250.0,Ki,uM,1.25
CHEMBL2338343,,CHEMBL2338343,7.52,Ki,nM,30.0,Ki,nM,30.0
CHEMBL2338762,,CHEMBL2338762,7.85,Ki,nM,14.0,Ki,nM,14.0
CHEMBL2338760,,CHEMBL2338760,7.72,Ki,nM,19.0,Ki,nM,19.0
CHEMBL2338759,,CHEMBL2338759,7.82,Ki,nM,15.0,Ki,nM,15.0
CHEMBL2338345,,CHEMBL2338345,6.5,Ki,nM,317.0,Ki,nM,317.0
CHEMBL2338344,,CHEMBL2338344,6.27,Ki,nM,536.0,Ki,nM,536.0
CHEMBL2338343,,CHEMBL2338343,7.08,Ki,nM,84.0,Ki,nM,84.0
CHEMBL2338342,,CHEMBL2338342,6.91,Ki,nM,124.0,Ki,nM,124.0
CHEMBL2338339,,CHEMBL2338339,7.17,Ki,nM,67.0,Ki,nM,67.0
CHEMBL2338338,,CHEMBL2338338,6.39,Ki,nM,410.0,Ki,nM,410.0
CHEMBL2338337,,CHEMBL2338337,6.97,Ki,nM,108.0,Ki,nM,108.0
CHEMBL2338779,,CHEMBL2338779,6.61,Ki,nM,245.0,Ki,nM,245.0
CHEMBL2338778,,CHEMBL2338778,6.52,Ki,nM,302.0,Ki,nM,302.0
CHEMBL2338762,,CHEMBL2338762,7.28,Ki,nM,52.0,Ki,nM,52.0
CHEMBL2338772,,CHEMBL2338772,6.75,Ki,nM,178.0,Ki,nM,178.0
CHEMBL2338760,,CHEMBL2338760,7.37,Ki,nM,43.0,Ki,nM,43.0
CHEMBL2338768,,CHEMBL2338768,7.1,Ki,nM,79.0,Ki,nM,79.0
CHEMBL2338765,,CHEMBL2338765,6.42,Ki,nM,377.0,Ki,nM,377.0
CHEMBL2338781,,CHEMBL2338781,6.71,Ki,nM,194.0,Ki,nM,194.0
CHEMBL54,HALOPERIDOL,CHEMBL54,8.68,Ki,nM,2.1,Ki,nM,2.1
CHEMBL2338780,,CHEMBL2338780,8.2,Ki,nM,6.3,Ki,nM,6.3
CHEMBL2170062,,CHEMBL2170062,7.77,Ki,nM,17.0,Ki,nM,17.0
CHEMBL2347004,,CHEMBL274585,9.17,Ki,nM,0.67,Ki,nM,0.67
CHEMBL2347003,,CHEMBL417001,8.37,Ki,nM,4.3,Ki,nM,4.3
CHEMBL2311153,,CHEMBL408867,8.36,Ki,nM,4.4,Ki,nM,4.4
CHEMBL2346997,,CHEMBL2346997,8.56,Ki,nM,2.75,Ki,nM,2.75
CHEMBL2391351,,CHEMBL2391351,6.68,IC50,nM,210.0,IC50,uM,0.21
CHEMBL2391354,,CHEMBL2391354,6.57,IC50,nM,270.0,IC50,uM,0.27
CHEMBL2391353,,CHEMBL2391353,5.65,IC50,nM,2250.0,IC50,uM,2.25
CHEMBL2391352,,CHEMBL2391352,6.41,IC50,nM,390.0,IC50,uM,0.39
CHEMBL2391539,,CHEMBL2391539,4.94,IC50,nM,11600.0,IC50,uM,11.6
CHEMBL2391382,,CHEMBL2391382,6.3,IC50,nM,500.0,IC50,uM,0.5
CHEMBL2391381,,CHEMBL2391381,4.75,IC50,nM,18000.0,IC50,uM,18.0
CHEMBL2391380,,CHEMBL2391380,4.82,IC50,nM,15200.0,IC50,uM,15.2
CHEMBL2391379,,CHEMBL2391379,6.03,IC50,nM,930.0,IC50,uM,0.93
CHEMBL2391378,,CHEMBL2391378,4.93,IC50,nM,11800.0,IC50,uM,11.8
CHEMBL2391376,,CHEMBL2391376,6.75,IC50,nM,180.0,IC50,uM,0.18
CHEMBL2391375,,CHEMBL2391375,4.68,IC50,nM,21100.0,IC50,uM,21.1
CHEMBL2391374,,CHEMBL2391374,5.08,IC50,nM,8410.0,IC50,uM,8.41
CHEMBL2391373,,CHEMBL2391373,4.8,IC50,nM,15800.0,IC50,uM,15.8
CHEMBL2391372,,CHEMBL2391372,4.06,IC50,nM,86800.0,IC50,uM,86.8
CHEMBL2391371,,CHEMBL2391371,4.73,IC50,nM,18800.0,IC50,uM,18.8
CHEMBL2391369,,CHEMBL2391369,5.14,IC50,nM,7240.0,IC50,uM,7.24
CHEMBL2391368,,CHEMBL2391368,6.37,IC50,nM,430.0,IC50,uM,0.43
CHEMBL2391365,,CHEMBL2391365,4.94,IC50,nM,11500.0,IC50,uM,11.5
CHEMBL2391364,,CHEMBL2391364,4.79,IC50,nM,16300.0,IC50,uM,16.3
CHEMBL2391363,,CHEMBL2391363,5.05,IC50,nM,8830.0,IC50,uM,8.83
CHEMBL2391362,,CHEMBL2391362,5.12,IC50,nM,7600.0,IC50,uM,7.6
CHEMBL2391361,,CHEMBL2391361,4.82,IC50,nM,15200.0,IC50,uM,15.2
CHEMBL2391359,,CHEMBL2391359,5.92,IC50,nM,1200.0,IC50,uM,1.2
CHEMBL2391358,,CHEMBL2391358,6.23,IC50,nM,590.0,IC50,uM,0.59
CHEMBL2391357,,CHEMBL2391357,5.49,IC50,nM,3250.0,IC50,uM,3.25
CHEMBL1983100,ESAPRAZOLE,CHEMBL1983100,4.57,IC50,nM,27200.0,IC50,uM,27.2
CHEMBL502,DONEPEZIL,CHEMBL502,7.84,Ki,nM,14.6,Ki,nM,14.6
CHEMBL2391147,,CHEMBL2391147,7.37,IC50,nM,43.0,IC50,nM,43.0
CHEMBL54,HALOPERIDOL,CHEMBL54,8.06,Ki,nM,8.8,Ki,nM,8.8
CHEMBL54,HALOPERIDOL,CHEMBL54,7.68,IC50,nM,21.0,IC50,uM,0.021
CHEMBL2413154,,CHEMBL2413154,7.23,Ki,nM,59.0,Ki,nM,59.0
CHEMBL2431120,,CHEMBL2431120,6.39,Ki,nM,410.0,Ki,uM,0.41
CHEMBL2436338,,CHEMBL2436338,8.15,Ki,nM,7.0,Ki,nM,7.0
CHEMBL2105667,ORVEPITANT,CHEMBL2105667,6.03,Ki,nM,940.0,Ki,uM,0.94
CHEMBL3086334,,CHEMBL3086334,9.04,Ki,nM,0.91,Ki,nM,0.91
CHEMBL54,HALOPERIDOL,CHEMBL54,8.78,Ki,nM,1.66,pKi,,8.78
CHEMBL54,HALOPERIDOL,CHEMBL54,8.92,Ki,nM,1.2,Ki,nM,1.2
CHEMBL3104093,,CHEMBL3104093,6.66,Ki,nM,220.0,Ki,nM,220.0
CHEMBL3104091,,CHEMBL3104091,5.21,Ki,nM,6143.0,Ki,nM,6143.0
CHEMBL3104093,,CHEMBL3104093,6.66,Ki,nM,218.78,pKi,,6.66
CHEMBL3104091,,CHEMBL3104091,5.2,Ki,nM,6309.57,pKi,,5.2
CHEMBL3104857,,CHEMBL3104857,7.54,Ki,nM,29.0,Ki,nM,29.0
CHEMBL3104856,,CHEMBL3104856,7.47,Ki,nM,34.0,Ki,nM,34.0
CHEMBL53325,,CHEMBL53325,7.89,Ki,nM,13.0,Ki,nM,13.0
CHEMBL3218983,,CHEMBL3218983,5.9,Ki,nM,1258.93,pKi,,5.9
CHEMBL3218990,,CHEMBL3218990,5.9,Ki,nM,1258.93,pKi,,5.9
CHEMBL3218988,,CHEMBL3218988,6.2,Ki,nM,630.96,pKi,,6.2
CHEMBL3218984,,CHEMBL3218984,6.4,Ki,nM,398.11,pKi,,6.4
CHEMBL3218991,,CHEMBL3218991,6.7,Ki,nM,199.53,pKi,,6.7
CHEMBL3218979,,CHEMBL3218979,6.7,Ki,nM,199.53,pKi,,6.7
CHEMBL3218979,,CHEMBL3218979,6.8,Ki,nM,158.49,pKi,,6.8
CHEMBL3218979,,CHEMBL3218979,6.8,Ki,nM,158.49,pKi,,6.8
CHEMBL98883,,CHEMBL98883,6.8,Ki,nM,158.49,pKi,,6.8
CHEMBL3218980,,CHEMBL3218980,6.9,Ki,nM,125.89,pKi,,6.9
CHEMBL3218993,,CHEMBL3218993,7.0,Ki,nM,100.0,pKi,,7.0
CHEMBL3218992,,CHEMBL3218992,7.1,Ki,nM,79.43,pKi,,7.1
CHEMBL3218994,,CHEMBL3218994,7.1,Ki,nM,79.43,pKi,,7.1
CHEMBL3218981,,CHEMBL3218981,7.2,Ki,nM,63.1,pKi,,7.2
CHEMBL3218982,,CHEMBL3218982,7.2,Ki,nM,63.1,pKi,,7.2
CHEMBL3218987,,CHEMBL3218987,7.6,Ki,nM,25.12,pKi,,7.6
CHEMBL3218989,,CHEMBL3218989,7.6,Ki,nM,25.12,pKi,,7.6
CHEMBL3218985,,CHEMBL3218985,7.8,Ki,nM,15.85,pKi,,7.8
CHEMBL3218986,,CHEMBL3218986,8.0,Ki,nM,10.0,pKi,,8.0
CHEMBL408867,[11C]SA4503,CHEMBL408867,8.5,Ki,nM,3.162,pKi,,8.5
CHEMBL3220543,,CHEMBL3220543,4.52,IC50,nM,30000.0,IC50,uM,30.0
CHEMBL3220583,,CHEMBL3220583,8.54,Ki,nM,2.9,Ki,nM,2.9
CHEMBL3220582,,CHEMBL3220582,7.62,Ki,nM,24.0,Ki,nM,24.0
CHEMBL294144,,CHEMBL294144,7.33,IC50,nM,47.0,IC50,nM,47.0
CHEMBL1927694,,CHEMBL1927694,4.99,Ki,nM,10320.0,Ki,nM,10320.0
CHEMBL3235107,,CHEMBL3235107,5.83,Ki,nM,1492.0,Ki,nM,1492.0
CHEMBL64683,,CHEMBL64683,8.89,Ki,nM,1.3,Ki,nM,1.3
CHEMBL3235106,,CHEMBL3235106,8.0,Ki,nM,10.0,Ki,nM,10.0
CHEMBL60048,,CHEMBL60048,5.51,Ki,nM,3078.0,Ki,nM,3078.0
CHEMBL62994,,CHEMBL62994,5.92,Ki,nM,1200.0,Ki,nM,1200.0
CHEMBL59713,,CHEMBL59713,6.09,Ki,nM,809.0,Ki,nM,809.0
CHEMBL291439,,CHEMBL291439,4.89,Ki,nM,12900.0,Ki,nM,12900.0
CHEMBL64176,,CHEMBL64176,5.53,Ki,nM,2932.0,Ki,nM,2932.0
CHEMBL64261,,CHEMBL64261,5.26,Ki,nM,5484.0,Ki,nM,5484.0
CHEMBL64260,,CHEMBL64260,4.98,Ki,nM,10400.0,Ki,nM,10400.0
CHEMBL3235466,,CHEMBL3235466,5.51,Ki,nM,3063.0,Ki,nM,3063.0
CHEMBL3235467,,CHEMBL3235467,7.98,Ki,nM,10.5,Ki,nM,10.5
CHEMBL3235468,,CHEMBL3235468,5.13,Ki,nM,7436.0,Ki,nM,7436.0
CHEMBL2111685,,CHEMBL2111685,7.56,Ki,nM,27.3,Ki,nM,27.3
CHEMBL222287,IBOGAINE,CHEMBL222287,5.07,Ki,nM,8554.0,Ki,nM,8554.0
CHEMBL2030624,,CHEMBL2030624,5.0,Ki,nM,10000.0,Ki,nM,10000.0
CHEMBL481418,,CHEMBL481418,5.84,Ki,nM,1437.0,Ki,nM,1437.0
CHEMBL61479,SIRAMESINE,CHEMBL61479,7.77,Ki,nM,17.0,Ki,nM,17.0
CHEMBL3233525,,CHEMBL3233525,6.55,Ki,nM,279.0,Ki,nM,279.0
CHEMBL3233526,,CHEMBL3233526,6.97,Ki,nM,107.0,Ki,nM,107.0
CHEMBL3233527,,CHEMBL3233527,7.39,Ki,nM,41.0,Ki,nM,41.0
CHEMBL3233528,,CHEMBL3233528,7.68,Ki,nM,21.0,Ki,nM,21.0
CHEMBL3233529,,CHEMBL3233529,7.64,Ki,nM,23.0,Ki,nM,23.0
CHEMBL3104856,,CHEMBL3104856,7.47,Ki,nM,34.0,Ki,nM,34.0
CHEMBL3104857,,CHEMBL3104857,7.54,Ki,nM,29.0,Ki,nM,29.0
