molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,standard_type,standard_units,standard_value,type,units,value
CHEMBL3233530,,CHEMBL3233530,7.54,Ki,nM,29.0,Ki,nM,29.0
CHEMBL3233531,,CHEMBL3233531,8.12,Ki,nM,7.5,Ki,nM,7.5
CHEMBL3233532,,CHEMBL3233532,8.17,Ki,nM,6.8,Ki,nM,6.8
CHEMBL3233533,,CHEMBL3233533,7.57,Ki,nM,27.0,Ki,nM,27.0
CHEMBL3233535,,CHEMBL3233535,6.15,Ki,nM,711.0,Ki,nM,711.0
CHEMBL3233536,,CHEMBL3233536,6.33,Ki,nM,465.0,Ki,nM,465.0
CHEMBL3233537,,CHEMBL3233537,6.31,Ki,nM,491.0,Ki,nM,491.0
CHEMBL60542,(+)-PENTAZOCINE,CHEMBL60542,7.44,Ki,nM,36.0,Ki,nM,36.0
CHEMBL54,HALOPERIDOL,CHEMBL54,7.4,Ki,nM,40.0,Ki,nM,40.0
CHEMBL282433,DITOLYLGUANIDINE,CHEMBL282433,6.68,Ki,nM,208.0,Ki,nM,208.0
CHEMBL3262794,,CHEMBL3262794,5.13,Ki,nM,7463.0,Ki,nM,7463.0
CHEMBL3262795,,CHEMBL3262795,5.51,Ki,nM,3063.0,Ki,nM,3063.0
CHEMBL61479,SIRAMESINE,CHEMBL61479,7.77,Ki,nM,17.0,Ki,nM,17.0
CHEMBL53325,,CHEMBL53325,7.89,Ki,nM,13.0,Ki,nM,13.0
CHEMBL3289656,,CHEMBL3289656,6.46,Ki,nM,350.0,Ki,nM,350.0
CHEMBL3289656,,CHEMBL3289656,6.46,Ki,nM,346.74,pKi,,6.46
CHEMBL3360574,,CHEMBL3360574,7.92,Ki,nM,12.0,Ki,nM,12.0
CHEMBL3360572,,CHEMBL3360572,7.96,Ki,nM,11.0,Ki,nM,11.0
CHEMBL3360571,,CHEMBL3360571,7.14,Ki,nM,72.0,Ki,nM,72.0
CHEMBL3360570,,CHEMBL3360570,8.08,Ki,nM,8.4,Ki,nM,8.4
CHEMBL3360569,,CHEMBL3360569,8.1,Ki,nM,8.0,Ki,nM,8.0
CHEMBL3360568,,CHEMBL3360568,7.44,Ki,nM,36.0,Ki,nM,36.0
CHEMBL3360566,,CHEMBL3360566,7.96,Ki,nM,11.0,Ki,nM,11.0
CHEMBL3360565,,CHEMBL3360565,7.75,Ki,nM,18.0,Ki,nM,18.0
CHEMBL3360564,,CHEMBL3360564,8.6,Ki,nM,2.5,Ki,nM,2.5
CHEMBL3360563,,CHEMBL3360563,7.96,Ki,nM,11.0,Ki,nM,11.0
CHEMBL3360562,,CHEMBL3360562,7.96,Ki,nM,11.0,Ki,nM,11.0
CHEMBL3360561,,CHEMBL3360561,8.14,Ki,nM,7.2,Ki,nM,7.2
CHEMBL3360560,,CHEMBL3360560,6.8,Ki,nM,160.0,Ki,nM,160.0
CHEMBL3360559,,CHEMBL3360559,7.14,Ki,nM,72.0,Ki,nM,72.0
CHEMBL3360558,,CHEMBL3360558,7.55,Ki,nM,28.0,Ki,nM,28.0
CHEMBL3360556,,CHEMBL3360556,8.7,Ki,nM,2.0,Ki,nM,2.0
CHEMBL3360555,,CHEMBL3360555,7.75,Ki,nM,18.0,Ki,nM,18.0
CHEMBL3360554,,CHEMBL3360554,8.37,Ki,nM,4.3,Ki,nM,4.3
CHEMBL3360553,,CHEMBL3360553,8.21,Ki,nM,6.2,Ki,nM,6.2
CHEMBL3360552,,CHEMBL3360552,8.28,Ki,nM,5.3,Ki,nM,5.3
CHEMBL1089752,,CHEMBL1089752,8.15,Ki,nM,7.1,Ki,nM,7.1
CHEMBL365754,,CHEMBL365754,8.35,Ki,nM,4.5,Ki,nM,4.5
CHEMBL54,HALOPERIDOL,CHEMBL54,7.92,Ki,nM,11.9,Ki,nM,11.9
CHEMBL3104093,,CHEMBL3104093,6.66,Ki,nM,220.0,Ki,nM,220.0
CHEMBL3407810,,CHEMBL3547107,6.7,Ki,nM,200.0,Ki,uM,0.2
CHEMBL54,HALOPERIDOL,CHEMBL54,7.92,Ki,nM,11.9,Ki,nM,11.9
CHEMBL365754,,CHEMBL365754,8.35,Ki,nM,4.5,Ki,nM,4.5
CHEMBL1089752,,CHEMBL1089752,8.15,Ki,nM,7.1,Ki,nM,7.1
CHEMBL3409372,,CHEMBL3409372,8.28,Ki,nM,5.3,Ki,nM,5.3
CHEMBL3409373,,CHEMBL3409373,8.92,Ki,nM,1.2,Ki,nM,1.2
CHEMBL3409374,,CHEMBL3409374,9.05,Ki,nM,0.9,Ki,nM,0.9
CHEMBL3409375,,CHEMBL3409375,8.19,Ki,nM,6.4,Ki,nM,6.4
CHEMBL3409376,,CHEMBL3409376,7.99,Ki,nM,10.3,Ki,nM,10.3
CHEMBL3409377,,CHEMBL3409377,8.51,Ki,nM,3.1,Ki,nM,3.1
CHEMBL3409378,,CHEMBL3409378,9.22,Ki,nM,0.6,Ki,nM,0.6
CHEMBL3409379,,CHEMBL3409379,8.33,Ki,nM,4.7,Ki,nM,4.7
CHEMBL3409381,,CHEMBL3409381,8.66,Ki,nM,2.2,Ki,nM,2.2
CHEMBL3409386,,CHEMBL3409386,7.52,Ki,nM,30.3,Ki,nM,30.3
CHEMBL3409387,,CHEMBL3409387,8.24,Ki,nM,5.7,Ki,nM,5.7
CHEMBL3414957,,CHEMBL3414957,6.87,IC50,nM,135.0,IC50,uM,0.135
CHEMBL2170062,,CHEMBL2170062,7.77,Ki,nM,17.0,Ki,nM,17.0
CHEMBL2170054,,CHEMBL2170054,8.0,Ki,nM,10.0,Ki,nM,10.0
CHEMBL2170053,,CHEMBL2170053,7.41,Ki,nM,39.0,Ki,nM,39.0
CHEMBL3417042,,CHEMBL3417042,8.3,Ki,nM,5.0,Ki,nM,5.0
CHEMBL3417043,,CHEMBL3417043,7.51,Ki,nM,31.0,Ki,nM,31.0
CHEMBL3417044,,CHEMBL3417044,7.21,Ki,nM,62.0,Ki,nM,62.0
CHEMBL3417045,,CHEMBL3417045,7.24,Ki,nM,58.0,Ki,nM,58.0
CHEMBL3417046,,CHEMBL3417046,6.84,Ki,nM,144.0,Ki,nM,144.0
CHEMBL3417047,,CHEMBL3417047,7.51,Ki,nM,31.0,Ki,nM,31.0
CHEMBL3417048,,CHEMBL3417048,6.56,Ki,nM,273.0,Ki,nM,273.0
CHEMBL3417049,,CHEMBL3417049,7.34,Ki,nM,46.0,Ki,nM,46.0
CHEMBL3417050,,CHEMBL3417050,6.11,Ki,nM,781.0,Ki,nM,781.0
CHEMBL3417052,,CHEMBL3417052,7.92,Ki,nM,12.0,Ki,nM,12.0
CHEMBL3417053,,CHEMBL3417053,7.25,Ki,nM,56.0,Ki,nM,56.0
CHEMBL3417054,,CHEMBL3417054,7.44,Ki,nM,36.0,Ki,nM,36.0
CHEMBL3417055,,CHEMBL3417055,7.16,Ki,nM,70.0,Ki,nM,70.0
CHEMBL3417056,,CHEMBL3417056,6.56,Ki,nM,275.0,Ki,nM,275.0
CHEMBL3417057,,CHEMBL3417057,7.31,Ki,nM,49.0,Ki,nM,49.0
CHEMBL3417058,,CHEMBL3417058,8.0,Ki,nM,10.0,Ki,nM,10.0
CHEMBL3417059,,CHEMBL3417059,7.28,Ki,nM,52.0,Ki,nM,52.0
CHEMBL3417060,,CHEMBL3417060,7.46,Ki,nM,35.0,Ki,nM,35.0
CHEMBL3417061,,CHEMBL3417061,7.48,Ki,nM,33.0,Ki,nM,33.0
CHEMBL3417063,,CHEMBL3417063,7.21,Ki,nM,61.0,Ki,nM,61.0
CHEMBL3417064,,CHEMBL3417064,6.18,Ki,nM,662.0,Ki,nM,662.0
CHEMBL3417065,,CHEMBL3417065,6.06,Ki,nM,878.0,Ki,nM,878.0
CHEMBL3417066,,CHEMBL3417066,8.05,Ki,nM,9.0,Ki,nM,9.0
CHEMBL3417067,,CHEMBL3417067,7.64,Ki,nM,23.0,Ki,nM,23.0
CHEMBL3417068,,CHEMBL3417068,7.89,Ki,nM,13.0,Ki,nM,13.0
CHEMBL3417069,,CHEMBL3417069,7.34,Ki,nM,46.0,Ki,nM,46.0
CHEMBL3417070,,CHEMBL3417070,6.98,Ki,nM,105.0,Ki,nM,105.0
CHEMBL3417071,,CHEMBL3417071,7.0,Ki,nM,99.0,Ki,nM,99.0
CHEMBL3417072,,CHEMBL3417072,6.15,Ki,nM,701.0,Ki,nM,701.0
CHEMBL3417073,,CHEMBL3417073,5.02,Ki,nM,9616.0,Ki,nM,9616.0
CHEMBL3417074,,CHEMBL3417074,6.09,Ki,nM,818.0,Ki,nM,818.0
CHEMBL3417075,,CHEMBL3417075,6.29,Ki,nM,508.0,Ki,nM,508.0
CHEMBL3417076,,CHEMBL3417076,6.71,Ki,nM,194.0,Ki,nM,194.0
CHEMBL3417078,,CHEMBL3417078,7.01,Ki,nM,97.0,Ki,nM,97.0
CHEMBL3417079,,CHEMBL3417079,6.67,Ki,nM,216.0,Ki,nM,216.0
CHEMBL3417080,,CHEMBL3417080,6.35,Ki,nM,451.0,Ki,nM,451.0
CHEMBL3417081,,CHEMBL3417081,6.96,Ki,nM,111.0,Ki,nM,111.0
CHEMBL3417082,,CHEMBL3417082,6.41,Ki,nM,388.0,Ki,nM,388.0
CHEMBL3417083,,CHEMBL3417083,6.34,Ki,nM,459.0,Ki,nM,459.0
CHEMBL3417085,,CHEMBL3417085,6.62,Ki,nM,241.0,Ki,nM,241.0
CHEMBL3753318,,CHEMBL3753318,7.13,Ki,nM,74.13,pKi,,7.13
CHEMBL2391541,,CHEMBL2391541,6.52,Ki,nM,302.0,pKi,,6.52
CHEMBL3752900,,CHEMBL3752900,7.01,Ki,nM,97.72,pKi,,7.01
CHEMBL3754166,,CHEMBL3754166,6.99,Ki,nM,102.33,pKi,,6.99
CHEMBL3752576,,CHEMBL3752576,7.0,Ki,nM,100.0,pKi,,7.0
CHEMBL3754496,,CHEMBL3754496,7.07,Ki,nM,85.11,pKi,,7.07
CHEMBL282433,DITOLYLGUANIDINE,CHEMBL282433,7.05,Ki,nM,89.0,Ki,nM,89.0
CHEMBL54,HALOPERIDOL,CHEMBL54,8.2,Ki,nM,6.3,Ki,nM,6.3
CHEMBL319706,(S)-IFENPRODIL,CHEMBL319706,6.9,Ki,nM,125.0,Ki,nM,125.0
CHEMBL3753409,,CHEMBL3753409,6.17,Ki,nM,676.0,Ki,nM,676.0
CHEMBL3752293,,CHEMBL3752293,5.66,Ki,nM,2200.0,Ki,nM,2200.0
CHEMBL3752701,,CHEMBL3752701,7.51,Ki,nM,31.0,Ki,nM,31.0
CHEMBL1289626,,CHEMBL1289626,6.71,Ki,nM,194.0,Ki,nM,194.0
CHEMBL177952,,CHEMBL177952,7.95,IC50,nM,11.3,IC50,nM,11.3
CHEMBL176941,,CHEMBL176941,7.81,IC50,nM,15.5,IC50,nM,15.5
CHEMBL60542,(+)-PENTAZOCINE,CHEMBL60542,8.08,IC50,nM,8.24,IC50,nM,8.24
CHEMBL177952,,CHEMBL177952,7.92,IC50,nM,12.1,IC50,nM,12.1
CHEMBL176941,,CHEMBL176941,7.97,IC50,nM,10.6,IC50,nM,10.6
CHEMBL60542,(+)-PENTAZOCINE,CHEMBL60542,8.12,IC50,nM,7.59,IC50,nM,7.59
CHEMBL3780481,,CHEMBL3780481,6.97,Ki,nM,106.0,Ki,nM,106.0
CHEMBL595489,,CHEMBL595489,6.57,Ki,nM,269.0,Ki,nM,269.0
CHEMBL3780184,,CHEMBL3780184,7.92,Ki,nM,12.0,Ki,nM,12.0
CHEMBL3780268,,CHEMBL3780268,7.28,Ki,nM,53.0,Ki,nM,53.0
CHEMBL3781035,,CHEMBL3781035,7.43,Ki,nM,37.0,Ki,nM,37.0
CHEMBL3780140,,CHEMBL3780140,6.92,Ki,nM,119.0,Ki,nM,119.0
CHEMBL3781840,,CHEMBL3781840,7.89,Ki,nM,13.0,Ki,nM,13.0
CHEMBL3780506,,CHEMBL3780506,7.24,Ki,nM,57.0,Ki,nM,57.0
CHEMBL3779928,,CHEMBL3779928,6.91,Ki,nM,124.0,Ki,nM,124.0
CHEMBL3780975,,CHEMBL3780975,6.89,Ki,nM,130.0,Ki,nM,130.0
CHEMBL3780438,,CHEMBL3780438,6.91,Ki,nM,122.0,Ki,nM,122.0
CHEMBL3780812,,CHEMBL3780812,6.46,Ki,nM,350.0,Ki,nM,350.0
CHEMBL54,HALOPERIDOL,CHEMBL54,8.96,Ki,nM,1.1,Ki,nM,1.1
CHEMBL282433,DITOLYLGUANIDINE,CHEMBL282433,6.68,Ki,nM,208.0,Ki,nM,208.0
CHEMBL54,HALOPERIDOL,CHEMBL54,7.4,Ki,nM,40.0,Ki,nM,40.0
CHEMBL60542,(+)-PENTAZOCINE,CHEMBL60542,7.44,Ki,nM,36.0,Ki,nM,36.0
CHEMBL3819146,,CHEMBL3819146,8.66,Ki,nM,2.2,Ki,nM,2.2
CHEMBL3819463,,CHEMBL3819463,8.19,Ki,nM,6.4,Ki,nM,6.4
CHEMBL3818546,,CHEMBL3818546,7.62,Ki,nM,24.0,Ki,nM,24.0
CHEMBL3819457,,CHEMBL3819457,7.57,Ki,nM,27.0,Ki,nM,27.0
CHEMBL3818045,,CHEMBL3818045,7.14,Ki,nM,73.0,Ki,nM,73.0
CHEMBL3819588,,CHEMBL3819588,7.57,Ki,nM,27.0,Ki,nM,27.0
CHEMBL3817940,,CHEMBL3817940,8.22,Ki,nM,6.0,Ki,nM,6.0
CHEMBL3819557,,CHEMBL3819557,7.42,Ki,nM,38.0,Ki,nM,38.0
CHEMBL3818112,,CHEMBL3818112,8.14,Ki,nM,7.2,Ki,nM,7.2
CHEMBL3818532,,CHEMBL3818532,7.89,Ki,nM,13.0,Ki,nM,13.0
CHEMBL3819489,,CHEMBL3819489,8.8,Ki,nM,1.6,Ki,nM,1.6
CHEMBL3819331,,CHEMBL3819331,8.55,Ki,nM,2.8,Ki,nM,2.8
CHEMBL3819437,,CHEMBL3819437,8.62,Ki,nM,2.4,Ki,nM,2.4
CHEMBL3819395,,CHEMBL3819395,8.49,Ki,nM,3.2,Ki,nM,3.2
CHEMBL3984952,,CHEMBL3984952,6.88,Ki,nM,133.0,Ki,nM,133.0
CHEMBL54,HALOPERIDOL,CHEMBL54,9.68,Ki,nM,0.21,Ki,nM,0.21
CHEMBL299499,,CHEMBL299499,8.57,Ki,nM,2.7,Ki,nM,2.7
CHEMBL4098778,,CHEMBL4098778,7.34,Ki,nM,46.08,Ki,nM,46.08
CHEMBL4084182,,CHEMBL4084182,7.42,Ki,nM,38.0,Ki,nM,38.0
CHEMBL4092687,,CHEMBL4092687,7.87,Ki,nM,13.36,Ki,nM,13.36
CHEMBL4065001,,CHEMBL4065001,7.34,Ki,nM,45.32,Ki,nM,45.32
CHEMBL4080735,,CHEMBL4080735,8.52,Ki,nM,3.0,Ki,nM,3.0
CHEMBL4101014,,CHEMBL4101014,8.27,Ki,nM,5.4,Ki,nM,5.4
CHEMBL4083034,,CHEMBL4083034,8.82,Ki,nM,1.5,Ki,nM,1.5
CHEMBL1562542,,CHEMBL1562542,6.15,Ki,nM,706.0,Ki,nM,706.0
CHEMBL4090823,,CHEMBL4090823,8.59,Ki,nM,2.6,Ki,nM,2.6
CHEMBL4071509,,CHEMBL4071509,8.64,Ki,nM,2.3,Ki,nM,2.3
CHEMBL4098546,,CHEMBL4098546,8.08,Ki,nM,8.4,Ki,nM,8.4
CHEMBL372700,FENPROPIMORPH,CHEMBL372700,7.76,Ki,nM,17.3,Ki,nM,17.3
CHEMBL346389,,CHEMBL346389,6.63,Ki,nM,232.0,Ki,nM,232.0
CHEMBL146556,,CHEMBL146556,8.8,Ki,nM,1.6,Ki,nM,1.6
CHEMBL4096543,,CHEMBL4096543,7.09,Ki,nM,82.1,Ki,nM,82.1
CHEMBL4066916,,CHEMBL4066916,5.38,Ki,nM,4200.0,Ki,nM,4200.0
CHEMBL4172301,,CHEMBL4172301,8.43,Ki,nM,3.7,Ki,nM,3.7
CHEMBL4161016,,CHEMBL4161016,8.14,Ki,nM,7.3,Ki,nM,7.3
CHEMBL4168942,,CHEMBL4168942,8.8,Ki,nM,1.6,Ki,nM,1.6
CHEMBL4162490,,CHEMBL4162490,8.85,Ki,nM,1.4,Ki,nM,1.4
CHEMBL4170415,,CHEMBL4170415,7.33,Ki,nM,47.0,Ki,nM,47.0
CHEMBL4169765,,CHEMBL4169765,8.0,Ki,nM,10.0,Ki,nM,10.0
CHEMBL4176123,,CHEMBL4176123,8.44,Ki,nM,3.6,Ki,nM,3.6
CHEMBL4173188,,CHEMBL4173188,8.49,Ki,nM,3.2,Ki,nM,3.2
CHEMBL4165285,,CHEMBL4165285,8.77,Ki,nM,1.7,Ki,nM,1.7
CHEMBL4171723,,CHEMBL4171723,7.38,Ki,nM,42.0,Ki,nM,42.0
CHEMBL4168697,,CHEMBL4168697,8.41,Ki,nM,3.9,Ki,nM,3.9
CHEMBL4169383,,CHEMBL4169383,8.68,Ki,nM,2.1,Ki,nM,2.1
CHEMBL4172044,,CHEMBL4172044,7.7,Ki,nM,20.0,Ki,nM,20.0
CHEMBL4174647,,CHEMBL4174647,8.0,Ki,nM,10.0,Ki,nM,10.0
CHEMBL4166747,,CHEMBL4166747,8.19,Ki,nM,6.5,Ki,nM,6.5
CHEMBL4161984,,CHEMBL4161984,8.96,Ki,nM,1.1,Ki,nM,1.1
CHEMBL4168782,,CHEMBL4168782,7.64,Ki,nM,23.0,Ki,nM,23.0
CHEMBL4160397,,CHEMBL4160397,8.54,Ki,nM,2.9,Ki,nM,2.9
CHEMBL4173342,,CHEMBL4173342,7.4,Ki,nM,40.0,Ki,nM,40.0
CHEMBL4168852,,CHEMBL4168852,7.43,Ki,nM,37.0,Ki,nM,37.0
CHEMBL4176708,,CHEMBL4176708,8.72,Ki,nM,1.9,Ki,nM,1.9
CHEMBL4172201,,CHEMBL4172201,8.92,Ki,nM,1.2,Ki,nM,1.2
CHEMBL4161592,,CHEMBL4161592,7.62,Ki,nM,24.0,Ki,nM,24.0
CHEMBL4166905,,CHEMBL4166905,8.44,Ki,nM,3.6,Ki,nM,3.6
CHEMBL4174797,,CHEMBL4174797,8.37,Ki,nM,4.3,Ki,nM,4.3
CHEMBL4169270,,CHEMBL4169270,8.37,Ki,nM,4.3,Ki,nM,4.3
CHEMBL4161344,,CHEMBL4161344,7.72,Ki,nM,19.0,Ki,nM,19.0
CHEMBL4164330,,CHEMBL4164330,8.24,Ki,nM,5.8,Ki,nM,5.8
CHEMBL4174984,,CHEMBL4174984,8.54,Ki,nM,2.9,Ki,nM,2.9
CHEMBL4173950,,CHEMBL4173950,8.19,Ki,nM,6.5,Ki,nM,6.5
CHEMBL4173258,,CHEMBL4173258,7.19,Ki,nM,65.2,Ki,nM,65.2
CHEMBL1929421,,CHEMBL1929421,8.55,Ki,nM,2.83,Ki,nM,2.83
CHEMBL54,HALOPERIDOL,CHEMBL54,8.23,Ki,nM,5.9,Ki,nM,5.9
CHEMBL4167498,,CHEMBL4167498,5.2,Ki,nM,6300.0,Ki,nM,6300.0
CHEMBL4169075,,CHEMBL4169075,5.85,Ki,nM,1418.0,Ki,nM,1418.0
CHEMBL53325,,CHEMBL53325,7.87,Ki,nM,13.6,Ki,nM,13.6
CHEMBL1188414,,CHEMBL1188414,5.46,Ki,nM,3450.0,Ki,nM,3450.0
CHEMBL60048,,CHEMBL60048,5.51,Ki,nM,3078.0,Ki,nM,3078.0
CHEMBL227126,,CHEMBL227071,5.67,Ki,nM,2150.0,Ki,nM,2150.0
CHEMBL61479,SIRAMESINE,CHEMBL61479,7.77,Ki,nM,17.0,Ki,nM,17.0
CHEMBL1215855,,CHEMBL1215855,5.03,Ki,nM,9310.0,Ki,nM,9310.0
CHEMBL4211979,,CHEMBL4211979,7.29,Ki,nM,51.29,pKi,,7.29
CHEMBL4216951,,CHEMBL4216951,7.39,Ki,nM,40.74,pKi,,7.39
CHEMBL4286421,,CHEMBL4286421,8.4,Ki,nM,4.0,Ki,nM,4.0
CHEMBL4290915,,CHEMBL4290915,4.75,Ki,nM,18000.0,Ki,uM,18.0
CHEMBL4294308,,CHEMBL4294308,7.66,Ki,nM,22.0,Ki,nM,22.0
CHEMBL4292359,,CHEMBL4292359,7.89,Ki,nM,13.0,Ki,nM,13.0
CHEMBL4284119,,CHEMBL4284119,8.15,Ki,nM,7.0,Ki,nM,7.0
CHEMBL4279584,,CHEMBL4279584,8.05,Ki,nM,9.0,Ki,nM,9.0
CHEMBL4279263,,CHEMBL4279263,7.39,Ki,nM,41.0,Ki,nM,41.0
CHEMBL4278493,,CHEMBL4278493,6.92,Ki,nM,119.0,Ki,nM,119.0
CHEMBL4289153,,CHEMBL4289153,7.68,Ki,nM,21.0,Ki,nM,21.0
CHEMBL4286808,,CHEMBL4286808,7.0,Ki,nM,100.0,Ki,nM,100.0
CHEMBL4290199,,CHEMBL4290199,7.54,Ki,nM,29.0,Ki,nM,29.0
CHEMBL4290231,,CHEMBL4290231,7.64,Ki,nM,23.0,Ki,nM,23.0
CHEMBL4292127,,CHEMBL4292127,7.62,Ki,nM,24.0,Ki,nM,24.0
CHEMBL4278120,,CHEMBL4278120,7.1,Ki,nM,79.0,Ki,nM,79.0
CHEMBL4286750,,CHEMBL4286750,6.85,Ki,nM,141.0,Ki,nM,141.0
CHEMBL4280056,,CHEMBL4280056,6.74,Ki,nM,181.0,Ki,nM,181.0
CHEMBL4294037,,CHEMBL4294037,6.09,Ki,nM,818.0,Ki,nM,818.0
CHEMBL4279609,,CHEMBL4279609,6.72,Ki,nM,192.0,Ki,nM,192.0
CHEMBL4287520,,CHEMBL4287520,7.07,Ki,nM,85.0,Ki,nM,85.0
CHEMBL4292548,,CHEMBL4292548,6.43,Ki,nM,371.0,Ki,nM,371.0
CHEMBL4284324,,CHEMBL4284324,6.11,Ki,nM,774.0,Ki,nM,774.0
CHEMBL4291352,,CHEMBL4291352,6.24,Ki,nM,573.0,Ki,nM,573.0
CHEMBL4280702,,CHEMBL4280702,7.0,Ki,nM,99.0,Ki,nM,99.0
CHEMBL4288681,,CHEMBL4288681,6.02,Ki,nM,946.0,Ki,nM,946.0
CHEMBL4277311,,CHEMBL4277311,7.21,Ki,nM,62.0,Ki,nM,62.0
CHEMBL4284564,,CHEMBL4284564,7.48,Ki,nM,33.0,Ki,nM,33.0
CHEMBL4278537,,CHEMBL4278537,7.35,Ki,nM,45.0,Ki,nM,45.0
CHEMBL4292261,,CHEMBL4292261,6.09,Ki,nM,813.0,Ki,nM,813.0
CHEMBL4284105,,CHEMBL4284105,4.37,Ki,nM,42923.0,Ki,nM,42923.0
CHEMBL4279555,,CHEMBL4279555,6.74,Ki,nM,184.0,Ki,nM,184.0
CHEMBL4283023,,CHEMBL4283023,6.4,Ki,nM,399.0,Ki,nM,399.0
CHEMBL4290898,,CHEMBL4290898,7.92,Ki,nM,12.0,Ki,nM,12.0
CHEMBL4286394,,CHEMBL4286394,6.81,Ki,nM,156.0,Ki,nM,156.0
CHEMBL4294281,,CHEMBL4294281,7.24,Ki,nM,58.0,Ki,nM,58.0
CHEMBL4289823,,CHEMBL4289823,7.96,Ki,nM,11.0,Ki,nM,11.0
CHEMBL4279140,,CHEMBL4279140,6.29,Ki,nM,514.0,Ki,nM,514.0
CHEMBL4290460,,CHEMBL4290460,7.26,Ki,nM,55.0,Ki,nM,55.0
CHEMBL4282586,,CHEMBL4282586,7.75,Ki,nM,18.0,Ki,nM,18.0
CHEMBL4287044,,CHEMBL4287044,7.8,Ki,nM,16.0,Ki,nM,16.0
CHEMBL4279116,,CHEMBL4279116,7.82,Ki,nM,15.0,Ki,nM,15.0
CHEMBL4283691,,CHEMBL4283691,8.05,Ki,nM,9.0,Ki,nM,9.0
CHEMBL4294268,,CHEMBL4294268,8.05,Ki,nM,9.0,Ki,nM,9.0
CHEMBL4280240,,CHEMBL4280240,6.54,Ki,nM,292.0,Ki,nM,292.0
CHEMBL4290875,,CHEMBL4290875,7.26,Ki,nM,55.0,Ki,nM,55.0
CHEMBL4276805,,CHEMBL4276805,7.6,Ki,nM,25.0,Ki,nM,25.0
CHEMBL4211979,,CHEMBL4211979,7.29,Ki,nM,51.0,Ki,nM,51.0
CHEMBL4283498,,CHEMBL4283498,7.01,Ki,nM,98.0,Ki,nM,98.0
CHEMBL4291345,,CHEMBL4291345,6.94,Ki,nM,116.0,Ki,nM,116.0
CHEMBL4280031,,CHEMBL4280031,6.14,Ki,nM,716.0,Ki,nM,716.0
CHEMBL4287939,,CHEMBL4287939,4.49,Ki,nM,32731.0,Ki,nM,32731.0
CHEMBL2170062,,CHEMBL2170062,7.77,Ki,nM,17.0,Ki,nM,17.0
CHEMBL2170062,,CHEMBL2170062,7.77,Ki,nM,17.0,Ki,nM,17.0
CHEMBL4211979,,CHEMBL4211979,7.29,Ki,nM,51.0,Ki,nM,51.0
CHEMBL4281321,,CHEMBL4281321,6.7,Ki,nM,200.0,Ki,nM,200.0
CHEMBL4288516,,CHEMBL4288516,6.97,Ki,nM,108.0,Ki,nM,108.0
CHEMBL4277860,,CHEMBL4277860,6.78,Ki,nM,165.0,Ki,nM,165.0
CHEMBL4280219,,CHEMBL4280219,6.53,Ki,nM,294.0,Ki,nM,294.0
CHEMBL4288129,,CHEMBL4288129,4.59,Ki,nM,25770.0,Ki,nM,25770.0
CHEMBL4276789,,CHEMBL4276789,5.21,Ki,nM,6194.0,Ki,nM,6194.0
CHEMBL4284731,,CHEMBL4284731,4.86,Ki,nM,13803.0,Ki,nM,13803.0
CHEMBL4287021,,CHEMBL4287021,6.95,Ki,nM,112.0,Ki,nM,112.0
CHEMBL4294931,,CHEMBL4294931,6.13,Ki,nM,740.0,Ki,nM,740.0
CHEMBL4289932,,CHEMBL4289932,6.03,Ki,nM,926.0,Ki,nM,926.0
CHEMBL4282062,,CHEMBL4282062,6.13,Ki,nM,732.0,Ki,nM,732.0
CHEMBL4293310,,CHEMBL4293310,4.42,Ki,nM,38293.0,Ki,nM,38293.0
CHEMBL4292158,,CHEMBL4292158,6.15,Ki,nM,707.0,Ki,nM,707.0
CHEMBL4278167,,CHEMBL4278167,6.35,Ki,nM,447.0,Ki,nM,447.0
CHEMBL4288856,,CHEMBL4288856,6.95,Ki,nM,112.0,Ki,nM,112.0
CHEMBL4281627,,CHEMBL4281627,6.18,Ki,nM,666.0,Ki,nM,666.0
CHEMBL4292265,,CHEMBL4292265,6.2,Ki,nM,634.0,Ki,nM,634.0
CHEMBL4285051,,CHEMBL4285051,6.15,Ki,nM,709.0,Ki,nM,709.0
CHEMBL4277112,,CHEMBL4277112,5.76,Ki,nM,1717.0,Ki,nM,1717.0
CHEMBL4280217,,CHEMBL4280217,7.0,Ki,nM,100.0,Ki,nM,100.0
CHEMBL4288125,,CHEMBL4288125,7.13,Ki,nM,74.0,Ki,nM,74.0
CHEMBL4283670,,CHEMBL4283670,7.09,Ki,nM,82.0,Ki,nM,82.0
CHEMBL4291534,,CHEMBL4291534,6.52,Ki,nM,300.0,Ki,nM,300.0
CHEMBL4294112,,CHEMBL4294112,7.02,Ki,nM,95.0,Ki,nM,95.0
CHEMBL4281318,,CHEMBL4281318,6.28,Ki,nM,531.0,Ki,nM,531.0
CHEMBL4276787,,CHEMBL4276787,6.25,Ki,nM,558.0,Ki,nM,558.0
CHEMBL4284728,,CHEMBL4284728,7.12,Ki,nM,76.0,Ki,nM,76.0
CHEMBL4290275,,CHEMBL4290275,7.37,Ki,nM,43.0,Ki,nM,43.0
CHEMBL4292993,,CHEMBL4292993,7.51,Ki,nM,31.0,Ki,nM,31.0
CHEMBL4278995,,CHEMBL4278995,7.2,Ki,nM,63.0,Ki,nM,63.0
